event_id,game_pk,official_date,season,market,point,entry_prob,close_prob,entry_books,close_books,entry_lead_hours,close_lead_hours,trained_through,model_prob,entry_logit,close_logit,move_logit,abs_entry_logit,leader_gap_logit,follower_gap_logit,leader_available,follower_available,entry_market_spread,month_sin,month_cos,model_gap_logit
abdcd47cac870b5a97e9035dde0e097b,663178,2022-04-07,2022,spreads,1.5,0.49458288190682553,0.4782608695652174,4,16,24.1,0.43,2021-10-03,0.5189989102566025,-0.02166932025237552,-0.08701137698962969,-0.06534205673725417,0.02166932025237552,0.0,0.0,0.0,1.0,0.016136238222317634,0.8660254037844387,-0.4999999999999998,0.09770156803581485
df9a1edf28e01c0b97e76e27267ff547,663418,2022-04-07,2022,h2h,0.0,0.4065565307176045,0.43920742691019954,17,18,24.1,0.43,2021-10-03,0.49290279022332445,-0.3782189735034484,-0.24437929207289324,0.13383968143055516,0.3782189735034484,0.005715966237895276,-0.00011367933050160373,1.0,1.0,0.01094475712357329,0.8660254037844387,-0.4999999999999998,0.34982822755715676
df9a1edf28e01c0b97e76e27267ff547,663418,2022-04-07,2022,spreads,1.5,0.5144960163465071,0.552594002855783,16,14,24.1,0.43,2021-10-03,0.5946299038818383,0.05800031952015063,0.21115710643384195,0.1531567869136913,0.05800031952015063,-0.013068475421470202,0.012912460842840097,1.0,1.0,0.010904894248433772,0.8660254037844387,-0.4999999999999998,0.32513841480904637
df9a1edf28e01c0b97e76e27267ff547,663418,2022-04-07,2022,totals,9.0,0.5,0.5,15,16,24.1,0.43,2021-10-03,0.6538315668761288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.021739130434782594,0.8660254037844387,-0.4999999999999998,0.6359243177398113
563ef1474c57ff095f813920a42e27fe,661131,2022-04-08,2022,h2h,0.0,0.6125128439319557,0.6452742240709437,4,20,24.02,0.35,2021-10-03,0.5799288945030071,0.45788720927062715,0.598330351240843,0.14044314197021585,0.45788720927062715,0.0,0.0,0.0,1.0,0.02111822819565634,0.8660254037844387,-0.4999999999999998,-0.13540570468045093
c271cebbdc0a99aaf2bf06363fee8232,661333,2022-04-08,2022,h2h,0.0,0.6034845298888556,0.618723300661361,5,20,24.02,0.35,2021-10-03,0.5432485969930874,0.42000534923451815,0.4841328059838781,0.06412745674935993,0.42000534923451815,0.0,0.0,0.0,1.0,0.023913940428092473,0.8660254037844387,-0.4999999999999998,-0.24657757968950958
f03be6ea3dda6858ca0ddf595d3fe303,661750,2022-04-08,2022,h2h,0.0,0.5046472721717249,0.526382363198846,8,20,24.1,0.43,2021-10-03,0.4966032372039195,0.018589624009481397,0.10562755214464356,0.08703792813516216,0.018589624009481397,-0.00929760398415129,0.013175118078775038,1.0,1.0,0.010834236186348822,0.8660254037844387,-0.4999999999999998,-0.03217688422274159
f03be6ea3dda6858ca0ddf595d3fe303,661750,2022-04-08,2022,totals,8.0,0.4782608695652174,0.4838389932770212,7,14,24.1,0.43,2021-10-03,0.5313397912189647,-0.08701137698962969,-0.06466655248872742,0.022344824500902263,0.08701137698962969,-0.004569621938668375,0.007674634753108367,1.0,1.0,0.0240193918025563,0.8660254037844387,-0.4999999999999998,0.21253509737606716
a1e0dfbbc1ee6b594093386b5cce38e3,661782,2022-04-08,2022,h2h,0.0,0.6156868347739124,0.6087724198997528,9,20,24.05,0.38,2021-10-03,0.6166718359001115,0.471280694491569,0.44215506616841077,-0.029125628323158237,0.471280694491569,-0.019691847503715,0.0011840614019751339,1.0,1.0,0.019803141344021058,0.8660254037844387,-0.4999999999999998,0.004164869776829394
a1e0dfbbc1ee6b594093386b5cce38e3,661782,2022-04-08,2022,spreads,-1.5,0.4556166535742341,0.4478339079598261,7,16,24.05,0.38,2021-10-03,0.4165372482022045,-0.1780018956494383,-0.2094264698831022,-0.031424574233663904,0.1780018956494383,0.0001603603462912162,-0.00962471337420942,1.0,1.0,0.012894650318780787,0.8660254037844387,-0.4999999999999998,-0.15900282915144703
7443cb268fb3d8097b3cf3b997183a23,661918,2022-04-08,2022,h2h,0.0,0.6378584711754919,0.6369879813588423,5,20,24.1,0.43,2021-10-03,0.5561536309509028,0.5660813277000647,0.5623148449045876,-0.0037664827954770885,0.5660813277000647,-0.05871623010852012,0.0015062883872529742,1.0,1.0,0.018469834494069803,0.8660254037844387,-0.4999999999999998,-0.34051524385725895
bd4e98459f00e96a583323d085b97cfe,662124,2022-04-08,2022,h2h,0.0,0.5627721335268505,0.5743869234077725,8,20,24.02,0.35,2021-10-03,0.6008099626361286,0.25242031725178354,0.29977258918872934,0.0473522719369458,0.25242031725178354,-0.031203712191418015,0.0,1.0,1.0,0.023481245425132857,0.8660254037844387,-0.4999999999999998,0.15642077772193091
bd4e98459f00e96a583323d085b97cfe,662124,2022-04-08,2022,spreads,-1.5,0.3793929712460064,0.3890093998553868,3,16,24.02,0.35,2021-10-03,0.44309968753654955,-0.492125546333006,-0.45147806719538974,0.04064747913761624,0.492125546333006,0.0,0.0,0.0,1.0,0.01990496466020303,0.8660254037844387,-0.4999999999999998,0.2635340676904091
bd4e98459f00e96a583323d085b97cfe,662124,2022-04-08,2022,totals,7.5,0.4782608695652174,0.4891657638136511,5,18,24.02,0.35,2021-10-03,0.6892206425621176,-0.08701137698962969,-0.04334372921647221,0.04366764777315747,0.08701137698962969,-0.004569621938668375,0.0,1.0,1.0,0.002280261367773706,0.8660254037844387,-0.4999999999999998,0.8834896339001957
577133777f05568d07ad4391e63db950,662888,2022-04-08,2022,h2h,0.0,0.45291668439630456,0.4406091741777428,4,19,24.1,0.43,2021-10-03,0.5415079680913015,-0.18889291562854865,-0.23869012443988152,-0.04979720881133287,0.18889291562854865,0.0,0.0,0.0,1.0,0.008272936808286002,0.8660254037844387,-0.4999999999999998,0.35530778387285333
921f4b153b45636c5f42f3536beb6552,662933,2022-04-08,2022,h2h,0.0,0.3539493293591654,0.3482614742698192,7,19,24.1,0.43,2021-10-03,0.47037342148098826,-0.6017241727459008,-0.6266898868477518,-0.024965714101851,0.6017241727459008,0.012093365462993555,-0.017315035660322664,1.0,1.0,0.01609528570576818,0.8660254037844387,-0.4999999999999998,0.4830788763914948
921f4b153b45636c5f42f3536beb6552,662933,2022-04-08,2022,spreads,1.5,0.4657843439006873,0.4372278664731495,3,14,24.1,0.43,2021-10-03,0.5706782056777939,-0.13707686212750586,-0.2524203172517835,-0.11534345512427763,0.13707686212750586,0.0,0.0,0.0,1.0,0.020126470388250495,0.8660254037844387,-0.4999999999999998,0.42169560913014165
31ee7d65f1ab52cfa86cc907ca3bd3b8,663417,2022-04-08,2022,h2h,0.0,0.4261874197689345,0.4372278664731495,14,18,24.08,0.43,2021-10-03,0.5473026426107438,-0.2974236256970804,-0.2524203172517835,0.04500330844529693,0.2974236256970804,-0.042282243491197524,0.0002757785456015127,1.0,1.0,0.012666424646560814,0.8660254037844387,-0.4999999999999998,0.487201735304186
31ee7d65f1ab52cfa86cc907ca3bd3b8,663417,2022-04-08,2022,spreads,1.5,0.5318587662337663,0.5471954041330886,12,15,24.08,0.43,2021-10-03,0.6601593701064286,0.12760794514965285,0.1893452906732623,0.06173734552360946,0.12760794514965285,0.0028734752556018317,-0.009905603461438747,1.0,1.0,0.007582515611061491,0.8660254037844387,-0.4999999999999998,0.5363965584677013
31ee7d65f1ab52cfa86cc907ca3bd3b8,663417,2022-04-08,2022,totals,9.0,0.4879965080750763,0.4782608695652174,7,11,24.08,0.43,2021-10-03,0.5643011622287072,-0.04802319493843134,-0.08701137698962969,-0.03898818205119835,0.04802319493843134,0.0,0.0,0.0,1.0,0.035545417605555796,0.8660254037844387,-0.4999999999999998,0.30666001388284125
1e81b3b84e809bfd27d1add24b283e5c,661040,2022-04-09,2022,h2h,0.0,0.4757785467128028,0.5,15,20,24.03,0.37,2021-10-03,0.46725283771222764,-0.09696170784279762,0.0,0.09696170784279762,0.09696170784279762,-0.03883983331626428,0.0,1.0,1.0,0.023064068898396906,0.8660254037844387,-0.4999999999999998,-0.034214717047795884
1e81b3b84e809bfd27d1add24b283e5c,661040,2022-04-09,2022,spreads,1.5,0.5930560424319092,0.607751055417106,11,16,24.03,0.37,2021-10-03,0.5868139412565189,0.3766134215941146,0.43786864885724713,0.06125522726313254,0.3766134215941146,-0.014195067631879832,0.0,1.0,1.0,0.016165926978495837,0.8660254037844387,-0.4999999999999998,-0.02580361444773227
39c1fdb53209f69df3815241a44d9383,662931,2022-04-09,2022,h2h,0.0,0.39937957756594394,0.4148541292262215,10,19,24.1,0.43,2021-10-03,0.5311112100996024,-0.4080508714677618,-0.3439342052977987,0.06411666616996309,0.4080508714677618,-0.017091646370898717,0.026901474330552566,1.0,1.0,0.02339521128278499,0.8660254037844387,-0.4999999999999998,0.5326566874161114
39c1fdb53209f69df3815241a44d9383,662931,2022-04-09,2022,spreads,1.5,0.5,0.5,5,17,24.1,0.43,2021-10-03,0.6553158795336135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010834236186348822,0.8660254037844387,-0.4999999999999998,0.6424889734466344
b90b629621ae7f9fbb4ab986085b5236,661316,2022-04-10,2022,h2h,0.0,0.5549508774888247,0.5723402112416026,8,20,24.07,0.4,2021-10-03,0.48509884332567327,0.2206949370606018,0.29140559605538635,0.07071065899478454,0.2206949370606018,0.0005216679997637197,-0.003379326020646417,1.0,1.0,0.011609727416813875,0.8660254037844387,-0.4999999999999998,-0.2803172196714972
b90b629621ae7f9fbb4ab986085b5236,661316,2022-04-10,2022,spreads,-1.5,0.40822710565418,0.4031510658016682,7,16,24.07,0.4,2021-10-03,0.27964682506395283,-0.3712992858178373,-0.39235269501566955,-0.021053409197832273,0.3712992858178373,0.008880931855602014,0.0,1.0,1.0,0.009253545336503577,0.8660254037844387,-0.4999999999999998,-0.5749148587165245
1fbb5c7df56d4059c0cbea1cf804a0b1,661036,2022-04-11,2022,h2h,0.0,0.5656028368794326,0.5342912037423774,13,20,24.07,0.4,2021-10-03,0.53965653622376,0.26393289224011746,0.1373804776255252,-0.12655241461459227,0.26393289224011746,0.013010278581338908,-0.011512574988333912,1.0,1.0,0.019549014339592552,0.8660254037844387,-0.4999999999999998,-0.10497287032777192
1fbb5c7df56d4059c0cbea1cf804a0b1,661036,2022-04-11,2022,spreads,-1.5,0.4031510658016682,0.37798504061043914,11,16,24.07,0.4,2021-10-03,0.377493769513649,-0.39235269501566955,-0.4981095231836893,-0.10575682816801973,0.39235269501566955,-0.002161498422999897,0.0,1.0,1.0,0.02646537918111186,0.8660254037844387,-0.4999999999999998,-0.10784687813324895
63ade9a2b4e0e82db2d6193cbd5484a4,662116,2022-04-11,2022,h2h,0.0,0.5627721335268505,0.5833927341383522,13,20,24.02,0.35,2021-10-03,0.5719104941629428,0.25242031725178354,0.33671663348331987,0.08429631623153633,0.25242031725178354,-0.017225662764550648,0.0,1.0,1.0,0.012974610956049015,0.8660254037844387,-0.4999999999999998,0.037229883642261485
63ade9a2b4e0e82db2d6193cbd5484a4,662116,2022-04-11,2022,spreads,-1.5,0.3965154701111445,0.4031510658016682,11,16,24.02,0.35,2021-10-03,0.3664608949409709,-0.42000534923451777,-0.39235269501566955,0.027652654218848216,0.42000534923451777,-0.00799443064644445,0.0,1.0,1.0,0.020371571414460332,0.8660254037844387,-0.4999999999999998,-0.12742456023360688
7dc8843f40f3ea8382487d65c85008a0,662950,2022-04-14,2022,h2h,0.0,0.5503313348059325,0.5443037974683544,11,20,24.1,0.43,2021-10-03,0.5166391153550952,0.20200951176617427,0.17768117723745241,-0.02432833452872185,0.20200951176617427,-0.006321637148635345,0.00914759466766768,1.0,1.0,0.010374061061590667,0.8660254037844387,-0.4999999999999998,-0.1354284648975106
7dc8843f40f3ea8382487d65c85008a0,662950,2022-04-14,2022,spreads,-1.5,0.4208213621767787,0.4056890857279241,9,16,24.1,0.43,2021-10-03,0.3586085531107877,-0.31940253241585587,-0.38181553959575587,-0.062413007179900004,0.31940253241585587,-0.007043563659060503,0.0,1.0,1.0,0.021150791801963498,0.8660254037844387,-0.4999999999999998,-0.2620060074060348
c9693473a7673332de711c0a0d882ef3,661267,2022-04-15,2022,h2h,0.0,0.5848045054933295,0.5875953888618283,10,19,24.1,0.43,2021-10-03,0.6212824283787033,0.3425281323258986,0.35403366355116045,0.011505531225261822,0.3425281323258986,0.0232166669523734,-0.03190368287383205,1.0,1.0,0.03124609731889927,0.8660254037844387,-0.4999999999999998,0.15246690864385376
c9693473a7673332de711c0a0d882ef3,661267,2022-04-15,2022,spreads,-1.5,0.4026419607289211,0.4085928310530551,4,15,24.1,0.43,2021-10-03,0.4069541268436476,-0.39446893225965307,-0.36978559225549174,0.024683340004161336,0.39446893225965307,0.0,0.0,0.0,1.0,0.02861638113770759,0.8660254037844387,-0.4999999999999998,0.01789764711843206
c9693473a7673332de711c0a0d882ef3,661267,2022-04-15,2022,totals,8.5,0.4891657638136511,0.4891657638136511,6,17,24.1,0.43,2021-10-03,0.34165156373920585,-0.04334372921647221,-0.04334372921647221,0.0,0.04334372921647221,0.0,0.0,0.0,1.0,0.010834236186348878,0.8660254037844387,-0.4999999999999998,-0.6125992021058749
a2669f16a683adea5ea17adfda707043,662192,2022-04-15,2022,h2h,0.0,0.4589371980676328,0.48729792147806,18,19,24.13,0.47,2021-10-03,0.44239672901110516,-0.164621979694554,-0.05081924839621323,0.11380273129834076,0.164621979694554,0.003487416060921067,0.0,1.0,1.0,0.012720833724152114,0.8660254037844387,-0.4999999999999998,-0.06681868948238534
a2669f16a683adea5ea17adfda707043,662192,2022-04-15,2022,spreads,1.5,0.5796173151787749,0.5985401459854015,12,16,24.13,0.47,2021-10-03,0.5942409793199644,0.3212026335952852,0.3993860620317824,0.07818342843649717,0.3212026335952852,0.005243462479631256,-0.010697494926880047,1.0,1.0,0.023036353967266443,0.8660254037844387,-0.4999999999999998,0.06032285432761081
4a97461409b9875f58c50a8981e347aa,662236,2022-04-15,2022,h2h,0.0,0.5116279069767442,0.5069715560513107,17,20,24.1,0.43,2021-10-03,0.5531946528469742,0.04652001563489291,0.027888031539835732,-0.018631984095057175,0.04652001563489291,-0.007142438508848575,0.0,1.0,1.0,0.014306717000588831,0.8660254037844387,-0.4999999999999998,0.16706688346119467
4a97461409b9875f58c50a8981e347aa,662236,2022-04-15,2022,spreads,-1.5,0.3566202090592334,0.35,6,9,24.1,0.43,2021-10-03,0.37512270290416677,-0.5900638291912738,-0.6190392084062235,-0.028975379214949748,0.5900638291912738,0.003393680345834982,-0.0009999922018828489,1.0,1.0,0.006201378780464395,0.8660254037844387,-0.4999999999999998,0.07976170356982148
8ac1405e322e7508aafbcb95ef9e478a,662620,2022-04-15,2022,h2h,0.0,0.6785992958893282,0.7109149152277522,16,19,24.08,0.42,2021-10-03,0.5629558660886858,0.7473421706942188,0.8998316977243751,0.15248952703015628,0.7473421706942188,-0.0004948086919389638,0.004143398434105827,1.0,1.0,0.024198318829637744,0.8660254037844387,-0.4999999999999998,-0.49417511916169116
8ac1405e322e7508aafbcb95ef9e478a,662620,2022-04-15,2022,spreads,-1.5,0.5217391304347826,0.552594002855783,12,16,24.08,0.42,2021-10-03,0.3753083578707161,0.0870113769896297,0.21115710643384195,0.12414572944421225,0.0870113769896297,0.010742667764960398,-0.01161780123747351,1.0,1.0,0.015526729559748431,0.8660254037844387,-0.4999999999999998,-0.5965215566522036
b6699aacd783147ca22ac049702c71b9,663136,2022-04-15,2022,h2h,0.0,0.4208213621767787,0.4124046111381718,8,19,24.1,0.43,2021-10-03,0.3943557411956917,-0.31940253241585587,-0.35403366355116006,-0.034631131135304194,0.31940253241585587,0.0073658543644093966,-0.006558984234454224,1.0,1.0,0.007392098562055305,0.8660254037844387,-0.4999999999999998,-0.10963685123894362
b6699aacd783147ca22ac049702c71b9,663136,2022-04-15,2022,spreads,1.5,0.552982006111132,0.5428145357507259,3,14,24.1,0.43,2021-10-03,0.5646985662464881,0.2127266137267537,0.17167856836927944,-0.04104804535747425,0.2127266137267537,0.0,0.0,0.0,1.0,0.020028594759454843,0.8660254037844387,-0.4999999999999998,0.047526721717469994
e7d4c63070e31277a21259566958793f,662206,2022-04-16,2022,h2h,0.0,0.40501441892280765,0.4261874197689345,10,20,24.1,0.43,2021-10-03,0.4547760797777226,-0.3846145030169534,-0.2974236256970804,0.08719087731987296,0.3846145030169534,0.012111495751400247,-0.007070707599003412,1.0,1.0,0.036354877983060974,0.8660254037844387,-0.4999999999999998,0.20322309539896866
e7d4c63070e31277a21259566958793f,662206,2022-04-16,2022,spreads,1.5,0.5324675324675325,0.5476687708115893,5,16,24.1,0.43,2021-10-03,0.6171422163776731,0.13005312824819815,0.19125595198072948,0.06120282373253133,0.13005312824819815,0.0,0.0,0.0,1.0,0.03190930258104685,0.8660254037844387,-0.4999999999999998,0.3473827675685923
e7d4c63070e31277a21259566958793f,662206,2022-04-16,2022,totals,7.5,0.5108342361863488,0.4891657638136511,4,16,24.1,0.43,2021-10-03,0.4648859294039263,0.043343729216472,-0.04334372921647221,-0.0866874584329442,0.043343729216472,0.0,0.0,0.0,1.0,0.021739130434782594,0.8660254037844387,-0.4999999999999998,-0.18403160706925314
46ee34697119f243204c18bf05312324,662619,2022-04-16,2022,h2h,0.0,0.6827849278275215,0.6562417871222076,10,19,24.1,0.43,2021-10-03,0.5842173782574409,0.7665999116718293,0.6465907582626291,-0.12000915340920015,0.7665999116718293,0.00446714282308136,-0.004459859624932783,1.0,1.0,0.006617189127485323,0.8660254037844387,-0.4999999999999998,-0.4264893548573978
46ee34697119f243204c18bf05312324,662619,2022-04-16,2022,spreads,-1.5,0.5367573011077543,0.503919837723865,5,16,24.1,0.43,2021-10-03,0.38667950198493,0.14729493468270413,0.01567967212761252,-0.13161526255509162,0.14729493468270413,0.0,0.0,0.0,1.0,0.03085487242100038,0.8660254037844387,-0.4999999999999998,-0.6085863795793296
633443eb61299a1628fa969f5d3af911,662233,2022-04-18,2022,h2h,0.0,0.6065139312860746,0.6296770886724757,12,20,24.1,0.43,2021-10-03,0.5605540804681653,0.43268203438078223,0.5308317719746469,0.0981497375938647,0.43268203438078223,0.0,-9.361444055766555e-05,1.0,1.0,0.020177358347354124,0.8660254037844387,-0.4999999999999998,-0.18927096997630283
633443eb61299a1628fa969f5d3af911,662233,2022-04-18,2022,spreads,-1.5,0.4372278664731495,0.44953319813835535,10,16,24.1,0.43,2021-10-03,0.3743252029346155,-0.2524203172517835,-0.20255694202869245,0.04986337522309103,0.2524203172517835,-0.0020993026376976975,0.0,1.0,1.0,0.011040446704215001,0.8660254037844387,-0.4999999999999998,-0.2612854792005843
633443eb61299a1628fa969f5d3af911,662233,2022-04-18,2022,totals,7.5,0.5,0.4782608695652174,9,14,24.1,0.43,2021-10-03,0.5517036662048941,0.0,-0.08701137698962969,-0.08701137698962969,0.0,0.0,0.0,1.0,1.0,0.02580942016718063,0.8660254037844387,-0.4999999999999998,0.20755659243217017
62e656a45dad2c8a0ae5d06ca57dcc3e,662407,2022-04-18,2022,h2h,0.0,0.6323766526926797,0.6296770886724757,12,20,24.1,0.43,2021-10-03,0.5329582568403931,0.542426284807805,0.5308317719746469,-0.011594512833158044,0.542426284807805,0.004634208459502243,-0.0058016600012829045,1.0,1.0,0.011573464091693686,0.8660254037844387,-0.4999999999999998,-0.410401820536516
62e656a45dad2c8a0ae5d06ca57dcc3e,662407,2022-04-18,2022,spreads,-1.5,0.447405997144217,0.45048270850979605,10,16,24.1,0.43,2021-10-03,0.3526708001529944,-0.21115710643384203,-0.19872054760304353,0.0124365588307985,0.21115710643384203,-0.003377088170290782,0.0,1.0,1.0,0.030304601059318037,0.8660254037844387,-0.4999999999999998,-0.39616282398054503
3d20c3fd9c34690a908f693868c7d1b2,662617,2022-04-18,2022,h2h,0.0,0.6342449746547585,0.6681213843499441,12,19,24.1,0.43,2021-10-03,0.6187757054225568,0.5504714955178169,0.6997005835765769,0.14922908805876,0.5504714955178169,0.01064692230214026,-0.008045210710011963,1.0,1.0,0.02033998497773326,0.8660254037844387,-0.4999999999999998,-0.06611653996993827
3d20c3fd9c34690a908f693868c7d1b2,662617,2022-04-18,2022,spreads,-1.5,0.4782608695652174,0.5063197809142617,9,15,24.1,0.43,2021-10-03,0.4085805146115436,-0.08701137698962969,0.025280469971254663,0.11229184696088435,0.08701137698962969,-0.002561111396340146,0.0,1.0,1.0,0.021004408332613023,0.8660254037844387,-0.4999999999999998,-0.28282518471561335
3d20c3fd9c34690a908f693868c7d1b2,662617,2022-04-18,2022,totals,8.0,0.5,0.5098167539267016,8,15,24.1,0.43,2021-10-03,0.3950310726913748,0.0,0.03927206235352882,0.03927206235352882,0.0,0.0,0.0,1.0,1.0,0.021739130434782594,0.8660254037844387,-0.4999999999999998,-0.4262126700427816
43ee435a7b6243626df0e6d8d3bb2d51,662929,2022-04-18,2022,h2h,0.0,0.4033116864648395,0.4016449557524457,12,20,24.1,0.43,2021-10-03,0.4460693073475381,-0.3916852106159568,-0.39861579351928983,-0.006930582903333038,0.3916852106159568,0.001646120592815159,0.0,1.0,1.0,0.013783503929217678,0.8660254037844387,-0.4999999999999998,0.17511997279750366
43ee435a7b6243626df0e6d8d3bb2d51,662929,2022-04-18,2022,spreads,1.5,0.5032696834946377,0.5,9,18,24.1,0.43,2021-10-03,0.5701373444569787,0.013078920413365993,0.0,-0.013078920413365993,0.013078920413365993,-0.013078920413365993,0.030264808803106003,1.0,1.0,0.021739130434782594,0.8660254037844387,-0.4999999999999998,0.26933261462503844
43ee435a7b6243626df0e6d8d3bb2d51,662929,2022-04-18,2022,totals,11.0,0.4891657638136511,0.5217391304347826,9,12,24.1,0.43,2021-10-03,0.3348122738932982,-0.04334372921647221,0.0870113769896297,0.1303551062061019,0.04334372921647221,-0.0015881148822085994,0.0,1.0,1.0,0.011627906976744207,0.8660254037844387,-0.4999999999999998,-0.6431555681813775
ed7d7183e29458b9567808e518c3bf57,662161,2022-04-19,2022,h2h,0.0,0.5711159737417943,0.5729649936735555,12,20,24.1,0.43,2021-10-03,0.6242563505187271,0.2864057480921762,0.2939586298857083,0.007552881793532085,0.2864057480921762,-0.009462577270719863,0.0005571618421620905,1.0,1.0,0.01357580094378863,0.8660254037844387,-0.4999999999999998,0.22124822647808395
ed7d7183e29458b9567808e518c3bf57,662161,2022-04-19,2022,spreads,-1.5,0.39569913119548206,0.4018300574902929,8,16,24.1,0.43,2021-10-03,0.40864122561210003,-0.4234180482956427,-0.3978456416998889,0.025572406595753827,0.4234180482956427,-0.004581731585319493,0.008089574246092912,1.0,1.0,0.030057596635037986,0.8660254037844387,-0.4999999999999998,0.0538327239020116
ed7d7183e29458b9567808e518c3bf57,662161,2022-04-19,2022,totals,7.5,0.5,0.5120034919249236,10,13,24.1,0.43,2021-10-03,0.4254505076722405,0.0,0.04802319493843072,0.04802319493843072,0.0,0.0,0.0,1.0,1.0,0.010834236186348878,0.8660254037844387,-0.4999999999999998,-0.300437616549173
6305fbe973812e303c17d36b8af760d5,662232,2022-04-19,2022,h2h,0.0,0.6203123882634612,0.6619234675724535,10,20,24.1,0.43,2021-10-03,0.5180555495108399,0.4908743629317021,0.6718776442046441,0.18100328127294202,0.4908743629317021,-0.0013925534807205375,0.0043547511969601604,1.0,1.0,0.02607029830521268,0.8660254037844387,-0.4999999999999998,-0.4186207474451791
